target_species,target_species_c,cospecies_n,cospecies_native_n,cospecies_mean_c,cospecies_native_mean_c,cospecies_std_dev_c,cospecies_native_std_dev_c,percent_native,percent_nonnative,percent_native_low_c,percent_native_med_c,percent_native_high_c,discrepancy_c
Anthoxanthum odoratum,0,1297,962,3.1449498843484966,4.24012474012474,2.4220485127796447,1.8063165805036152,0.7417116422513492,0.2582883577486508,0.5134926754047803,0.46029298380878947,0.026214340786430257,-4.24012474012474
Anthriscus caucalis,0,70,36,1.2,2.3333333333333335,1.7904739879286924,1.8973665961010275,0.5142857142857142,0.48571428571428577,0.8,0.19999999999999996,0,-2.3333333333333335
Anthriscus sylvestris,0,248,176,2.568548387096774,3.6193181818181817,2.364407704948548,2.016353594531926,0.7096774193548387,0.29032258064516125,0.6088709677419355,0.3709677419354839,0.020161290322580627,-3.6193181818181817
Apios americana,5,1862,1482,3.2223415682062297,4.048582995951417,2.8447138482512364,2.611782116350698,0.7959183673469388,0.20408163265306123,0.5263157894736842,0.3727175080558539,0.10096670247046191,0.951417004048583
Apocynum androsaemifolium,3,2786,1948,2.7889447236180906,3.98870636550308,2.5712049650247333,2.160692828171058,0.6992103374012921,0.3007896625987079,0.5721464465183058,0.3869346733668342,0.04091888011486,-0.9887063655030799
Apocynum androsaemifolium,5,2786,1948,2.7889447236180906,3.98870636550308,2.5712049650247333,2.160692828171058,0.6992103374012921,0.3007896625987079,0.5721464465183058,0.3869346733668342,0.04091888011486,1.0112936344969201
Apocynum cannabinum,2,7149,5098,2.604560078332634,3.6524127108670066,2.7035772728279808,2.5342881265454587,0.7131067282137362,0.2868932717862638,0.6160302140159463,0.3155686109945447,0.06840117498950904,-1.6524127108670066
Aquilegia canadensis,6,1223,1046,4.615699100572363,5.396749521988528,3.299479026633192,2.917419871492398,0.8552739165985282,0.14472608340147175,0.3671300081766149,0.3720359771054783,0.2608340147179068,0.6032504780114722
Aquilegia vulgaris,0,1,1,4,4,NA,NA,1,0,0,1,0,-4
Aralia racemosa,10,249,246,6.248995983935743,6.32520325203252,2.659858601168418,2.58408294224422,0.9879518072289156,0.012048192771084376,0.14056224899598393,0.44979919678714864,0.40963855421686746,3.6747967479674797
Arctium lappa,0,3068,2032,2.3797262059973923,3.593011811023622,2.783142402666875,2.708414661602053,0.6623207301173403,0.3376792698826597,0.6587353324641461,0.26140808344198174,0.0798565840938722,-3.593011811023622
Arctium minus,0,3550,2446,2.4709859154929577,3.5862632869991824,2.849889220375495,2.790672342883455,0.6890140845070423,0.31098591549295773,0.6504225352112676,0.2647887323943662,0.08478873239436624,-3.5862632869991824
Arisaema dracontium,6,257,226,4.408560311284047,5.013274336283186,2.9817813777714997,2.6591228102441353,0.8793774319066148,0.12062256809338523,0.35019455252918286,0.4669260700389105,0.18287937743190663,0.9867256637168138
Arisaema triphyllum,5,3362,2625,3.486020226055919,4.464761904761905,2.788052193629426,2.363256466530237,0.780785246876859,0.21921475312314098,0.47828673408685307,0.43129089827483635,0.09042236763831057,0.5352380952380953
Aristida intermedia,5,450,361,4.282222222222222,5.337950138504155,3.3890817020941584,2.9452268744447125,0.8022222222222222,0.19777777777777783,0.41333333333333333,0.3488888888888889,0.23777777777777775,-0.337950138504155
Aristida purpurascens,5,21,16,2.4285714285714284,3.1875,2.656528346760647,2.613267431141839,0.7619047619047619,0.23809523809523814,0.5714285714285714,0.38095238095238093,0.04761904761904767,1.8125
Arnoglossum atriplicifolium,8,948,810,4.772151898734177,5.5851851851851855,3.36714745053898,2.9538314399775807,0.8544303797468354,0.14556962025316456,0.34810126582278483,0.3618143459915612,0.29008438818565396,2.4148148148148145
Arnoglossum reniforme,10,29,29,7.344827586206897,7.344827586206897,2.7810052405170422,2.7810052405170422,1,0,0.10344827586206896,0.27586206896551724,0.6206896551724138,2.655172413793103
Aronia melanocarpa,7,787,513,3.2261753494282086,4.949317738791423,3.4787140417073275,3.1674252227042397,0.6518424396442185,0.3481575603557815,0.5590851334180432,0.2452350698856417,0.19567979669631508,2.0506822612085767
Aronia prunifolia,7,213,188,5.117370892018779,5.797872340425532,3.3449946609227283,2.952674079357558,0.8826291079812206,0.11737089201877937,0.28169014084507044,0.39436619718309857,0.323943661971831,1.2021276595744679
Artemisia dracunculus,0,43,27,3.883720930232558,6.185185185185185,4.112751959718765,3.541371279788458,0.627906976744186,0.37209302325581395,0.5581395348837209,0.18604651162790697,0.2558139534883721,-6.185185185185185
Artemisia ludoviciana,0,619,378,1.8675282714054928,3.058201058201058,2.646099076149904,2.7976494381116654,0.6106623586429726,0.3893376413570274,0.7447495961227787,0.1760904684975767,0.07915993537964461,-3.058201058201058
Artemisia vulgaris,0,2343,1711,2.9206145966709345,3.999415546464056,2.562392595485544,2.1622761744757617,0.7302603499786599,0.26973965002134015,0.5556978233034571,0.40076824583866844,0.04353393085787449,-3.999415546464056
Arthraxon hispidus,0,898,655,3.010022271714922,4.126717557251909,2.400508539478642,1.8133393101522008,0.7293986636971047,0.2706013363028953,0.54008908685968815,0.4365256124721604,0.023385300668151476,-4.126717557251909
Aruncus dioicus,10,268,154,2.712686567164179,4.720779220779221,3.3591938046943324,3.185951091301734,0.5746268656716418,0.4253731343283582,0.6194029850746269,0.2350746268656716,0.14552238805970152,5.279220779220779
Asarum canadense,10,1087,845,4.241030358785649,5.455621301775148,3.4543657548027693,2.9529457135584836,0.7773689052437902,0.2226310947562098,0.4139834406623735,0.34314627414903404,0.24287028518859244,4.544378698224852
Asclepias amplexicaulis,4,590,442,3.4135593220338984,4.5565610859728505,2.6547492521048617,2.0476666510804726,0.7491525423728813,0.2508474576271187,0.488135593220339,0.4372881355932203,0.07457627118644072,-0.5565610859728505
Asclepias amplexicaulis,6,590,442,3.4135593220338984,4.5565610859728505,2.6547492521048617,2.0476666510804726,0.7491525423728813,0.2508474576271187,0.488135593220339,0.4372881355932203,0.07457627118644072,1.4434389140271495
Asclepias incarnata,3,18200,13006,2.7254945054945057,3.813932031370137,2.8211965517286077,2.643173845035552,0.7146153846153847,0.28538461538461535,0.5994505494505494,0.319010989010989,0.08153846153846156,-0.813932031370137
Asclepias incarnata,5,18200,13006,2.7254945054945057,3.813932031370137,2.8211965517286077,2.643173845035552,0.7146153846153847,0.28538461538461535,0.5994505494505494,0.319010989010989,0.08153846153846156,1.186067968629863
Asclepias meadii,10,4,3,2.75,3.6666666666666665,3.774917217635375,4.041451884327381,0.75,0.25,0.75,0,0.25,6.333333333333334
Asclepias ovalifolia,10,46,45,6.6521739130434785,6.8,2.5317309959292262,2.3510152545810348,0.9782608695652174,0.021739130434782594,0.06521739130434782,0.43478260869565216,0.5,3.2
Asclepias perennis,10,40,28,3.425,4.892857142857143,3.1775454161655774,2.67137481201036,0.7,0.30000000000000004,0.55,0.32499999999999996,0.125,5.107142857142857
Asclepias purpurascens,7,2298,1840,3.882506527415144,4.848913043478261,2.852816491469751,2.3402752897476984,0.8006962576153177,0.1993037423846823,0.4255874673629243,0.44995648389904264,0.12445604873803306,2.1510869565217394
Asclepias purpurascens,8,2298,1840,3.882506527415144,4.848913043478261,2.852816491469751,2.3402752897476984,0.8006962576153177,0.1993037423846823,0.4255874673629243,0.44995648389904264,0.12445604873803306,3.1510869565217394
Asclepias speciosa,0,4,4,5.25,5.25,4.573474244670748,4.573474244670748,1,0,0.5,0,0.5,-5.25
Asclepias sullivantii,8,165,162,6.387878787878788,6.506172839506172,2.8340006170453025,2.7215425694849227,0.9818181818181818,0.018181818181818188,0.13333333333333333,0.4242424242424243,0.4424242424242424,1.4938271604938276
Asclepias syriaca,0,21946,15354,2.695069716577053,3.852155790022144,2.8709575405278898,2.706253130836904,0.6996263556001093,0.30037364439989067,0.6139615419666454,0.29572587259637284,0.09031258543698173,-3.852155790022144
Asclepias syriaca,1,21946,15354,2.695069716577053,3.852155790022144,2.8709575405278898,2.706253130836904,0.6996263556001093,0.30037364439989067,0.6139615419666454,0.29572587259637284,0.09031258543698173,-2.852155790022144
Asclepias tuberosa,1,7910,5546,2.907206068268015,4.146411828344753,3.107341024985317,2.9381699829283936,0.7011378002528444,0.29886219974715555,0.5962073324905184,0.2771175726927939,0.1266750948166877,-3.1464118283447533
Asclepias tuberosa,8,7910,5546,2.907206068268015,4.146411828344753,3.107341024985317,2.9381699829283936,0.7011378002528444,0.29886219974715555,0.5962073324905184,0.2771175726927939,0.1266750948166877,3.8535881716552467
Asclepias verticillata,1,1807,1469,4.423353624792473,5.441116405718176,3.3972119437276245,2.942241051310278,0.8129496402877698,0.18705035971223016,0.38406198118428336,0.36026563364692854,0.2556723851687881,-4.441116405718176
Asclepias viridi?ora,10,247,224,5.550607287449393,6.120535714285714,3.3550819413175006,2.9855748375859537,0.9068825910931174,0.09311740890688258,0.2591093117408907,0.3319838056680162,0.4089068825910931,3.8794642857142856
Asimina triloba,10,358,274,3.631284916201117,4.744525547445256,3.2441844580953147,2.9089459014541155,0.7653631284916201,0.23463687150837986,0.4692737430167598,0.3575418994413408,0.17318435754189943,5.255474452554744
Asparagus officinalis,0,1270,928,3.195275590551181,4.372844827586207,3.1724249814360443,2.936398018350691,0.7307086614173228,0.2692913385826772,0.5535433070866141,0.30236220472440944,0.1440944881889764,-4.372844827586207
Asplenium platyneuron,3,614,460,3.3811074918566777,4.51304347826087,2.759773038078604,2.2476914998984054,0.749185667752443,0.250814332247557,0.501628664495114,0.4136807817589576,0.08469055374592838,-1.5130434782608697
Asplenium platyneuron,4,614,460,3.3811074918566777,4.51304347826087,2.759773038078604,2.2476914998984054,0.749185667752443,0.250814332247557,0.501628664495114,0.4136807817589576,0.08469055374592838,-0.5130434782608697
Astragalus canadensis,8,1101,790,2.8946412352406905,4.034177215189874,3.0465745866595695,2.8874267920292116,0.7175295186194369,0.2824704813805631,0.5958219800181653,0.27702089009990916,0.1271571298819255,3.9658227848101264
Athyrium filix-femina,6,528,428,3.7083333333333335,4.574766355140187,2.3711914767913287,1.7222931969584214,0.8106060606060606,0.18939393939393945,0.4034090909090909,0.5643939393939394,0.032196969696969724,1.425233644859813
Athyrium filix-femina ssp. angustum,8,947,711,3.573389651531151,4.7594936708860756,3.2703500823165084,2.9320649402242576,0.750791974656811,0.24920802534318898,0.49208025343189016,0.3347412882787751,0.17317845828933476,3.2405063291139244
Atrichum altecristatum,4,376,264,2.8377659574468086,4.041666666666667,2.4205254104039784,1.8627238596850038,0.7021276595744681,0.2978723404255319,0.5771276595744681,0.39893617021276595,0.02393617021276595,-0.04166666666666696
Atrichum angustatum,2,1080,848,3.5037037037037035,4.462264150943396,2.4067377589964827,1.7597065779980403,0.7851851851851852,0.2148148148148148,0.4462962962962963,0.5222222222222223,0.031481481481481444,-2.462264150943396
Atriplex patula,0,252,165,2.1785714285714284,3.327272727272727,2.5318404921610207,2.4424189238450764,0.6547619047619048,0.34523809523809523,0.6706349206349206,0.28968253968253976,0.03968253968253965,-3.327272727272727
Aulacomnium palustre,5,927,712,3.3462783171521036,4.356741573033708,2.3937113118966815,1.7475671819659586,0.7680690399137001,0.23193096008629988,0.47357065803667747,0.5037756202804746,0.02265372168284785,0.643258426966292
Avena sativa,0,1411,1023,3.069454287739192,4.233626588465298,3.1160979281357,2.909119752637002,0.7250177179305457,0.2749822820694543,0.5683912119064494,0.2976612331679659,0.13394755492558474,-4.233626588465298
Baptisia alba var. macrophylla,8,3276,2498,3.4319291819291817,4.50080064051241,3.204377740623223,2.941867580521118,0.7625152625152625,0.23748473748473753,0.518925518925519,0.31684981684981683,0.1642246642246642,3.49919935948759
Baptisia australis,0,1085,861,4.36036866359447,5.494773519163763,3.478465095578414,3.00178754512851,0.7935483870967742,0.20645161290322578,0.4055299539170507,0.3299539170506912,0.2645161290322581,-5.494773519163763
Baptisia bracteata,10,226,214,5.6946902654867255,6.014018691588785,3.20134251582647,2.982702829425531,0.9469026548672567,0.053097345132743334,0.23893805309734514,0.3495575221238938,0.41150442477876104,3.9859813084112146
Barbarea stricta,0,44,39,3.840909090909091,4.333333333333333,2.560370447562743,2.286497359595807,0.8863636363636364,0.11363636363636365,0.36363636363636365,0.5454545454545454,0.09090909090909094,-4.333333333333333
Barbarea verna,0,168,109,2.1785714285714284,3.3577981651376145,2.4962760973395643,2.374723905120795,0.6488095238095238,0.35119047619047616,0.6726190476190477,0.29761904761904756,0.029761904761904767,-3.3577981651376145
Barbarea vulgaris,0,3478,2272,2.4091431857389303,3.6879401408450705,2.8901262618145642,2.8408349595182605,0.6532489936745256,0.3467510063254744,0.6650373778033353,0.2441058079355951,0.09085681426106962,-3.6879401408450705
Bassia scoparia,0,156,111,2.141025641025641,3.009009009009009,2.5027693511677715,2.4881372934038812,0.7115384615384616,0.28846153846153844,0.7051282051282052,0.25,0.04487179487179482,-3.009009009009009
Beckmannia syzigachne,7,90,90,6.377777777777778,6.377777777777778,2.325132726803662,2.325132726803662,1,0,0.1,0.5222222222222223,0.37777777777777777,0.6222222222222218
Berberis thunbergii,0,2475,1848,3.2945454545454544,4.412337662337662,2.7112654858974508,2.21622196428158,0.7466666666666667,0.2533333333333333,0.5014141414141414,0.4315151515151515,0.06707070707070706,-4.412337662337662
Berteroa incana,0,576,301,1.2621527777777777,2.4152823920265782,2.2182699606579646,2.5762309038572075,0.5225694444444444,0.4774305555555556,0.8333333333333334,0.11631944444444442,0.05034722222222221,-2.4152823920265782
Betula alleghaniensis,8,206,149,3.0145631067961167,4.167785234899329,2.3550219414643663,1.6862026927780271,0.7233009708737864,0.2766990291262136,0.529126213592233,0.46601941747572817,0.004854368932038833,3.8322147651006713
Betula lenta,5,641,473,3.1903276131045244,4.323467230443975,2.482054350483073,1.8557683283310429,0.7379095163806553,0.2620904836193447,0.5101404056162246,0.4539781591263651,0.03588143525741028,0.676532769556025
Betula nigra,5,1357,945,2.6875460574797345,3.859259259259259,2.8643778415483103,2.694210970916467,0.6963890935887989,0.30361090641120114,0.6204863669859986,0.29255711127487094,0.08695652173913049,1.1407407407407408
Betula papyrifera,8,77,60,3.688311688311688,4.733333333333333,3.3413664879559786,3.0580079184623656,0.7792207792207793,0.22077922077922074,0.4935064935064935,0.3506493506493506,0.1558441558441559,3.2666666666666666
Betula pendula,0,129,74,3.5271317829457365,6.148648648648648,3.8508877210729056,3.1084614193213187,0.5736434108527132,0.4263565891472868,0.5271317829457365,0.2325581395348837,0.24031007751937983,-6.148648648648648
Betula populifolia,3,1850,1372,3.16,4.260932944606414,2.4458041244210778,1.8366132067905134,0.7416216216216216,0.2583783783783784,0.5124324324324324,0.4605405405405406,0.027027027027026973,-1.260932944606414
Betula populifolia,10,1850,1372,3.16,4.260932944606414,2.4458041244210778,1.8366132067905134,0.7416216216216216,0.2583783783783784,0.5124324324324324,0.4605405405405406,0.027027027027026973,5.739067055393586
Betula pumila,10,44,44,5.681818181818182,5.681818181818182,2.71749480453689,2.71749480453689,1,0,0.25,0.40909090909090906,0.34090909090909094,4.318181818181818
Bidens aristosa,3,110,71,2.2818181818181817,3.535211267605634,2.637526705571371,2.5175440748900675,0.6454545454545455,0.3545454545454545,0.6727272727272727,0.2727272727272727,0.054545454545454564,-0.535211267605634
Bidens beckii,10,26,24,5.576923076923077,6.041666666666667,3.2394206509569194,2.911434229956486,0.9230769230769231,0.07692307692307687,0.2692307692307692,0.30769230769230765,0.42307692307692313,3.958333333333333
Bidens bipinnata,0,708,403,1.3912429378531073,2.444168734491315,2.2667343139617175,2.5409549838917482,0.5692090395480226,0.4307909604519774,0.827683615819209,0.12429378531073454,0.04802259887005644,-2.444168734491315
Bidens cernua,3,2984,2270,3.1193029490616624,4.100440528634361,2.899566369728751,2.6510847093955867,0.7607238605898123,0.23927613941018766,0.545911528150134,0.3505361930294907,0.10355227882037532,-1.100440528634361
Bidens frondosa,1,14730,10664,2.624439918533605,3.625093773443361,2.6108710310660816,2.405859023124006,0.7239646978954515,0.2760353021045485,0.6073319755600814,0.3382213170400543,0.054446707399864236,-2.625093773443361
Bidens frondosa,2,14730,10664,2.624439918533605,3.625093773443361,2.6108710310660816,2.405859023124006,0.7239646978954515,0.2760353021045485,0.6073319755600814,0.3382213170400543,0.054446707399864236,-1.625093773443361
Bidens laevis,5,280,214,3.267857142857143,4.275700934579439,2.3773955768072406,1.753244671252737,0.7642857142857142,0.23571428571428577,0.48928571428571427,0.48928571428571427,0.021428571428571463,0.7242990654205608
Bidens trichosperma,9,693,564,4.025974025974026,4.946808510638298,3.2255152538010985,2.8678422382666744,0.8138528138528138,0.18614718614718617,0.43434343434343436,0.3737373737373737,0.19191919191919193,4.053191489361702
Bidens tripartita,3,839,628,3.4469606674612634,4.6050955414012735,3.2397055152312966,2.947186286681102,0.7485101311084624,0.25148986889153757,0.5137067938021455,0.3218116805721096,0.16448152562574492,-1.6050955414012735
Bidens vulgata,0,564,440,3.8067375886524824,4.879545454545455,3.3286352200794966,2.9937733061151337,0.7801418439716312,0.21985815602836878,0.46808510638297873,0.33687943262411346,0.1950354609929078,-4.879545454545455
Blephilia ciliata,7,44,44,5.75,5.75,2.788055920162558,2.788055920162558,1,0,0.25,0.38636363636363635,0.36363636363636365,1.25
Blephilia hirsuta,5,613,459,3.0815660685154977,4.1154684095860565,2.942232961259849,2.7024492264607156,0.7487765089722676,0.25122349102773245,0.5579119086460033,0.33278955954323,0.10929853181076676,0.8845315904139435
